ra dec u g r i z
9.95596167325925 0.888326533889393 19.50949 18.32936 18.54495 18.71356 18.83015
9.99376326422203 1.15787464472544 22.45245 21.76601 21.32321 21.27179 20.6509
9.83562559111098 0.661893482167595 22.28212 21.2979 20.3606 19.68287 19.4348
9.72772877450916 0.933680046576741 20.88103 19.34986 18.65591 18.393 18.26643
9.55775016635062 1.0551226351436 18.50644 17.50454 17.20559 16.92369 16.82989
9.53858716352659 0.631670689192879 19.76374 18.65913 18.07913 17.72518 17.5407
9.58756405327259 0.792886411057256 19.94983 19.0014 18.75388 18.65545 18.57468
9.72007657976383 1.15754950974042 23.40797 20.70388 18.89924 18.21816 17.74745
9.6805818957597 0.557438931040963 19.45301 17.42938 16.49774 16.0694 15.71846
10.1394307583399 0.819016801497078 20.47469 18.44321 17.17254 16.69107 16.32744
10.1479803583983 0.574160768484947 17.92599 16.90533 16.5934 16.47016 16.44276
9.71623109334155 0.654204508728077 18.9905 17.63057 17.25237 17.10927 17.06753
9.76382627746835 1.16657850454454 21.30337 19.65976 19.03142 18.85248 18.70341
9.5581161436516 1.11317540538415 22.58669 20.86532 19.25744 18.63558 18.26579
9.49845700665549 1.21066907747628 22.17371 19.60995 18.14819 16.69761 15.85204
10.0041615062208 0.558540297245872 20.82804 19.98572 19.57619 19.14771 19.04031
9.61342061286445 0.564333193166807 19.71248 18.88683 18.52194 18.22072 18.18965
10.0946389953704 0.789299368096996 22.74615 19.84799 18.44519 17.64167 17.26611
9.5573221412975 1.01733795247669 20.72031 19.32344 18.79933 18.68433 18.63066
9.66342407533082 0.769467518917798 21.99623 19.6382 18.32809 17.66253 17.251
9.97847333351228 0.925403097543988 21.08156 18.38997 17.01971 16.35805 15.99225
9.72662154538136 1.12350026224989 21.56277 19.13864 17.94194 17.39621 17.06021
9.87442390961087 0.640525382932243 23.32474 23.13577 22.50962 23.22936 23.37973
10.0245400418839 1.17472787157442 22.0138 21.19021 20.21557 19.01437 18.79128
9.89996260666885 0.85684864984062 21.46701 21.74071 21.0737 21.08692 21.56918
10.101535932524 1.01467003377706 21.81071 21.0079 20.80502 20.7525 20.77616
9.7799927295417 0.775268663587294 19.35735 18.36353 17.95059 17.80398 17.7452
9.89760681153166 0.851470021592911 22.98979 20.99517 19.89779 18.82003 18.26491
9.69688897313227 0.572142197034862 22.9356 21.91595 20.37401 19.62768 19.18269
9.5061911494289 0.975553050576748 26.23287 22.20877 20.36133 19.44734 19.0813
9.81005239015769 1.05769187987771 22.88314 20.81057 19.33023 17.87501 17.0948
9.91630593640139 0.788641678101364 17.85712 15.93812 15.22357 14.99616 14.86745
9.63570213565274 0.807480077641886 24.03252 23.61182 20.86626 19.91014 19.36835
9.67009891162655 0.826056979976365 23.68804 20.65506 18.98648 18.35417 18.01189
9.85494750563043 0.55680418243556 22.26212 20.38658 18.97681 17.6605 16.93851
9.82803522801635 0.67163225621554 22.30785 20.2143 18.81827 17.48738 16.75628
9.68737597940481 0.985479824201716 26.11032 22.40654 20.76949 19.75614 19.22296
10.0921356704486 1.16950562383211 23.64956 22.99569 20.66467 19.62156 19.24183
9.70164121289864 0.705532799001984 22.94161 20.45519 18.73349 18.09749 17.89441
10.1225235574822 0.744500712108942 21.90661 19.38123 18.07312 17.44278 17.09047
9.75102448455053 0.700323838245865 18.60522 17.68015 17.42669 17.3608 17.33352
9.63248301633331 0.91802775712068 23.53428 20.86658 19.5107 18.35619 17.71567
9.77082730502991 1.1721990524913 22.03058 19.77174 18.52457 17.96533 17.68188
9.89984496573217 0.75338682475695 22.8606 21.44952 19.88478 19.24436 18.82148
9.89567937370347 0.821235987435705 18.73664 16.43359 15.40407 14.98025 14.71223
10.0081453728503 0.659341878416441 21.03129 18.45532 17.36146 16.9414 16.68612
9.80027726959429 0.684485299280858 20.84545 20.35175 19.56488 19.40898 18.90075
10.0668958804257 0.795793103325187 22.35132 20.10555 18.54985 17.08 16.33475
9.95022988104074 0.61709540217858 20.29091 19.34926 18.94775 18.74129 18.61922
10.0169431676045 0.750154630994346 21.58186 19.19088 17.97988 17.46762 17.14202
10.0144676971964 0.583862808976518 19.87862 18.9137 18.79498 18.78246 18.69656
9.93734407054546 0.733248368962704 22.91576 21.38737 19.69275 19.04182 18.67287
9.49890567642643 0.831516017833261 19.31371 18.39082 17.78182 17.42942 17.22094
9.72210234105182 0.918042927242797 20.94155 18.36388 16.9482 16.20125 15.7864
9.83898674737952 0.8518257414061 24.41224 21.36843 19.92887 18.86227 18.22139
9.80530181423501 0.781576649512056 20.30195 19.36913 18.88333 18.73134 18.66043
9.52567703339935 0.982020600539975 21.01877 20.13919 19.79448 19.59539 19.59137
9.91223961505796 1.00992528177894 22.91463 20.12291 18.74452 17.96031 17.5547
9.53278819209211 0.823201565889368 23.32214 22.15209 20.52278 19.56197 19.02423
9.60374490227161 1.06822323330845 22.99313 20.07764 18.6609 17.04361 16.20042
9.99513368080483 0.74149791103596 18.26127 16.86766 16.37343 16.21013 16.12601
10.0475230248399 0.694276259708816 22.68239 20.10489 18.67168 17.46387 16.80772
9.49252144952948 0.877486374738993 23.39062 21.56532 20.02702 19.23824 18.85801
9.63926688269316 1.0910365032623 22.13566 21.99696 20.66645 19.85435 20.04063
9.73899104935128 1.21275695479465 20.65073 19.24755 18.71561 18.51509 18.35635
9.86847698879299 0.80365559825926 20.46826 17.88408 16.59048 16.05468 15.71724
9.52337926155599 0.579330766247204 19.23508 18.33377 18.02214 17.91326 17.86429
10.0459048074932 0.586799971838443 20.65983 18.04074 16.72026 16.1683 15.8758
9.82344685945253 0.763393080707574 22.12629 19.49228 18.10991 16.7961 16.10499
9.58614559578677 1.01165111413398 24.41747 22.37227 20.72713 19.80469 19.32136
9.50366065731791 0.793218219038104 22.58909 20.25769 18.87632 17.72581 17.10891
9.5501989275237 0.966225046071113 21.93111 19.62377 18.36501 17.83527 17.46578
9.60200800382256 0.933219805093671 19.89957 17.36447 15.94055 14.91007 14.34426
10.1139326437175 0.796522770203905 26.20445 22.74818 20.97065 19.90827 19.28423
9.50636373615529 0.673465810373603 22.21774 21.80013 20.92109 20.38004 20.06734
9.60693241164952 0.820835733341129 18.93645 17.63359 16.95753 16.61587 16.35021
9.74886357549588 1.06988761983368 21.53682 18.87585 17.48279 16.77505 16.40015
10.0160771375213 0.981737613430234 22.97636 22.02778 20.61851 19.84849 19.12682
10.1257292163071 1.12332873670816 18.47839 17.57007 17.33198 17.2765 17.27461
9.66817233877703 1.14811929604428 22.35344 21.91895 20.80005 19.98217 19.44033
9.839792380316 0.800968923031415 22.20412 21.10391 20.48163 20.2377 19.80462
9.99895116252685 0.949177622290874 22.00815 19.62995 18.48898 17.99948 17.70201
9.86490873317439 1.0558725411841 18.6012 16.61659 15.74706 15.41056 15.24632
9.61014314310012 0.655816550477058 22.02665 20.23462 19.33456 18.93131 18.76113
9.96997316081763 0.953720445514193 23.14264 20.07439 18.68902 17.49402 16.85771
10.0933462127081 0.994355007266277 22.13363 20.24328 19.59873 19.14313 18.62855
9.67291092846904 1.07907780776139 18.88588 17.70441 17.25005 17.07601 17.01675
9.87167972874931 0.899225568119634 20.59155 18.04624 16.75788 16.14226 15.8077
9.80213689773541 1.08929762342187 20.11789 17.71807 16.3147 15.20853 14.60275
9.66620291965347 1.16445500972915 20.5155 19.80439 19.30492 19.08816 19.02397
9.86052794325951 1.13214577999742 19.89374 18.69294 18.2431 17.934 17.8842
9.56804160105901 0.873896800639215 19.42755 19.4779 19.79554 19.99558 20.26099
9.59653528027991 0.608560678291051 20.45836 18.48541 17.72172 17.4468 17.26628
9.70315481820637 0.741167668133356 22.08685 20.97501 20.23884 19.95146 19.82952
10.0130520270872 0.693041489858276 23.67767 20.35277 19.00729 17.89112 17.25312
9.48301378279115 1.01446279060669 23.51918 22.13299 20.82472 19.92021 19.46041
9.51776045294855 0.974989831977513 21.27749 18.6579 17.1813 16.18926 15.62957
9.63914330896571 1.04889301894392 23.86364 20.68511 19.23355 18.25389 17.64675
9.59068271148664 0.74829417394747 26.37823 22.83783 20.63953 19.6452 19.17569
9.71371315937182 0.953646987799218 18.31421 17.52261 16.64002 16.45652 16.38281
10.1064617164382 1.01628523284111 23.76406 21.2065 19.66559 18.59074 18.13247
9.83224162394114 0.770731649565368 18.6083 17.44244 16.92922 16.73906 16.64266
9.9691435372078 0.752651545166108 20.26007 17.7839 16.67926 16.17594 15.89118
10.1297202089901 0.918971123152954 19.02413 18.06669 17.76485 17.65621 17.6351
9.49535718166197 1.19322096629123 22.24119 20.31953 18.46226 17.75262 17.33744
9.74388710033321 0.836223409236646 22.21119 19.8227 18.55273 17.97419 17.6595
9.80341339976235 0.980200622833391 25.28947 22.58081 20.47107 19.46729 18.78232
9.66339467774114 0.729092896883605 22.26699 21.72191 19.75535 18.69751 17.95275
9.66622201181127 1.07901207763547 20.28899 18.25963 17.21384 16.77402 16.40335
9.96097268953287 0.833763325371077 20.2464 18.54196 17.52187 17.06588 16.69948
9.68846742583867 0.978550452594623 22.51243 20.19777 18.86966 18.0427 17.56516
9.6451162012383 0.600920284841838 21.3681 20.88073 20.34168 20.22852 19.99182
9.95964426034294 0.666522722427461 17.10415 15.96822 15.53131 15.38628 15.27687
9.68053948602787 0.7824129982044 24.06088 21.76967 20.10699 19.19242 18.76459
9.66782511849837 0.674402272545259 17.39358 15.95282 15.3708 15.17479 15.07232
10.1214737828358 0.843481825896565 20.61639 18.15836 17.02046 16.59127 16.37303
9.86692726074529 0.776279938359695 21.08027 18.82379 17.56608 17.09789 16.80111
9.5012329648481 0.90350739313497 21.48911 19.03273 17.72082 17.08056 16.71687
9.6156787025252 0.620663742449465 20.76891 19.70378 19.24143 19.06205 18.9062
10.1166796840922 0.656621767423729 21.53454 19.07008 17.48842 16.22505 15.53422
9.93053479638468 0.960695854759793 19.21163 17.83711 17.19867 16.87603 16.68558
10.0755096786779 1.08047661351185 20.12018 19.13753 18.62507 18.39516 18.24767
9.51919702266196 1.06991814230063 23.29968 21.75375 20.45564 19.65235 19.18625
9.59312354220276 1.09934425147804 25.57435 20.48904 18.77056 18.12048 17.78173
10.0948597312625 0.59199383394134 21.02679 18.60767 17.44793 17.0022 16.73083
9.93997417394041 0.709435636337193 23.75089 22.41636 21.82481 22.04954 21.55115
10.1253638405356 0.754833228542671 22.67222 20.49874 19.0969 18.22279 17.74304
9.59702945441146 0.751194977530759 23.77725 22.97451 21.08578 19.98821 19.57333
10.0097542774022 0.644146261775092 20.1814 17.66224 16.3254 15.75531 15.3971
9.92451662348992 0.915788746634251 17.55076 16.31056 15.8797 15.7188 15.68215
9.53389419864317 0.927358506181058 22.56633 21.86982 20.80661 20.00987 19.56179
9.69645195963733 1.08329209715873 21.88762 19.48983 18.13876 17.4542 17.08878
10.104906027027 0.642130017100676 19.09437 17.61658 17.06979 16.88498 16.77003
9.80193003825494 0.714236031266666 22.49322 20.44275 18.77617 18.20023 17.75237
9.667789669309 0.801439097380541 24.14822 22.86828 20.8999 19.9026 19.43335
9.52013626086153 1.04191062279866 22.47618 21.93546 20.57357 19.74454 19.38016
9.62737739561328 0.957483587661715 22.89256 20.2802 18.8497 18.05966 17.58461
9.9453202607466 0.581362997101408 19.79491 19.60707 19.48735 19.39417 19.33222
10.0070544858798 1.05699938559954 20.25778 19.36472 19.08373 18.97155 19.07969
9.9066417612579 0.852803741699654 22.31515 20.83262 19.528 18.87702 18.59811
9.80133961332643 0.751915850381127 19.29375 17.60111 16.93119 16.69362 16.56858
9.61338450911765 0.722564989292805 20.73712 18.88667 18.13635 17.85098 17.64799
9.88841349419329 0.597476539116156 17.78993 15.81144 14.84704 14.40461 14.07189
10.1483527165123 0.74214966803233 22.87249 21.92543 21.76413 21.8392 22.14502
9.48404442917143 0.668844322955593 21.08529 18.71775 17.18184 15.89309 15.18227
9.88488148345465 0.960574934012104 20.19989 18.56313 17.95631 17.70703 17.66792
9.67683649263091 1.0334329070755 25.14382 22.59698 20.82525 19.96223 19.60168
9.69405442182509 0.771296843883703 22.32442 20.04319 18.66587 18.07269 17.68197
9.49469420971698 0.631131322703337 22.63209 20.15685 18.68292 17.49955 16.8568
9.55569470162885 0.667314485772841 19.20709 16.80112 15.83788 15.44919 15.22087
9.79306364833099 0.699246944985884 21.92902 19.28945 17.81179 16.67316 16.05148
9.83803145784526 0.936434270705992 19.57348 18.10766 17.56501 17.37911 17.27664
10.1036673553762 1.10090614519279 21.74179 20.83132 19.99081 19.27646 19.03646
9.92479824811096 0.566285592453675 23.67856 21.90378 20.31027 18.86597 18.07197
9.61398851506203 1.05971076370606 17.26002 16.15506 15.92259 15.84914 15.87802
9.71176047711958 0.871862230486968 21.49192 19.27791 17.83691 16.67158 16.01962
10.1359655290211 0.68807336899639 22.81427 21.87743 20.52916 19.51682 19.35656
9.65406346660279 1.01772157463176 22.48766 20.33554 19.07715 18.4706 18.12382
9.75692004322912 0.898253059625889 19.54981 18.16822 17.58731 17.37509 17.27101
9.84732897328308 1.02026841676533 22.51056 19.567 18.06349 17.189 16.69418
10.1307593199605 1.16854808032517 19.69361 18.57109 18.28801 18.0572 18.02617
9.65118638542555 0.663017577566666 19.90236 19.00065 18.66231 18.52809 18.47345
9.62812030468638 1.05296257799645 20.5678 20.33656 19.35773 18.95391 18.89762
9.64660213560046 0.831651609872796 25.29283 21.81893 20.09989 19.15535 18.64575
10.0110057703383 0.561437601167659 21.68754 19.18205 17.80122 16.57777 15.92695
9.87176425009693 1.06285056163394 19.61703 19.02859 24.41901 19.52514 23.2501
9.48888651229277 1.06993016543505 20.22784 19.54857 19.22943 18.89268 18.8688
9.7383556136881 1.09568097336577 19.90043 18.83958 18.32859 18.04872 17.99837
9.91935172553804 0.964707041342282 24.20257 20.93686 19.51228 18.00406 17.19375
10.1209981509438 1.19877220253824 23.02779 19.89072 25.02689 17.69075 18.40966
10.0632101260804 0.554921652399698 20.48952 19.39697 18.98287 18.83426 18.78343
9.63168924981602 1.11158333171671 20.66003 18.74132 17.84306 17.54741 17.30375
9.65991818683239 0.735836838463896 22.68812 24.66901 21.05422 19.67065 19.16538
10.0182701149226 0.629351256925834 21.30852 19.02563 17.98857 17.59329 17.35546
9.67205728663754 1.13224581521142 21.32165 18.81498 17.49186 16.70821 16.22117
9.73847685388353 1.16983663512977 22.38898 21.16708 19.3354 18.68488 18.22485
9.97515880434088 0.820496835228423 21.20617 18.63054 17.16262 16.26178 15.75765
9.78726994407572 0.917821201142379 21.12219 19.20712 18.45888 18.18102 18.05719
9.532145188306 1.11700744260966 21.29014 18.92362 17.57302 16.72579 16.25694
10.1017089115464 0.784214169142576 19.77284 18.77817 18.34847 18.05351 17.84816
9.93661694913578 0.979944095005431 21.08061 18.39243 17.18438 16.7105 16.46581
9.59987908471277 0.781110947033136 22.09785 21.31044 20.15155 19.69155 19.13445
9.85651520383033 1.01895208676896 23.46244 22.12407 21.82149 21.38604 21.87249
9.8602661546123 1.01483294176095 19.30376 18.39805 18.04026 17.90664 17.82373
10.1205129588009 0.999435275817517 18.67231 16.09022 14.7347 16.98893 13.76487
9.87921285345851 1.04080408637166 24.94295 21.56093 19.96956 18.64292 17.91505
9.50912075046517 1.10661239962353 18.50482 16.67134 16.00644 15.75623 15.62264
10.075911292394 0.925261773964999 19.12855 18.88863 18.69286 18.60229 18.44332
9.78130555704018 1.10094258034719 22.84433 22.44757 20.95893 20.09142 19.41667
10.128233661741 0.757353383198824 20.98991 19.53391 18.93537 18.72277 18.60167
9.75268946272243 0.660692453452431 18.63825 17.8296 17.53754 17.42028 17.36843
9.52337957980524 0.915504134310753 21.20991 18.46498 17.3218 16.86685 16.59235
9.78323245275084 0.588725447943636 22.70772 20.44354 18.98971 18.24967 17.79917
9.8794075701253 1.02369099853801 20.55361 18.92159 17.76138 17.27625 16.96942
9.93957436916483 0.837700364487581 19.57215 18.28855 17.79126 17.58679 17.48623
9.80728335644352 0.862115715605107 22.34167 20.88445 21.21739 22.13495 22.8269
9.78773262652439 0.656370468905465 19.64508 18.01632 17.33776 17.07853 16.91601
10.1173795145975 0.87836641257707 20.2802 18.21561 17.17077 16.70195 16.33029
9.53070736871882 1.01759924054033 22.50136 20.74599 19.28876 17.93983 17.17779
9.67115677915137 0.613274156765435 20.3403 19.09636 18.88319 18.70708 18.9788
9.8881397555765 0.618733088342771 20.08 18.9022 18.12659 17.74697 17.49411
9.54348862966799 0.858067197343187 27.13021 21.74318 20.08013 19.00409 18.50626
9.97472997875178 0.705832712612601 23.44328 22.87574 21.38105 20.01275 19.34506
9.82541006233078 0.621143327944009 22.43695 21.15314 19.34543 18.6977 18.30567
9.98815452653599 0.979933500192467 23.55476 21.73171 20.03762 19.12478 18.68636
9.82708189197297 0.904434747685639 16.13882 14.64868 14.03084 13.67559 13.69805
9.60288766001543 0.5717717465383 22.28225 20.34625 19.4698 19.10044 18.91244
10.0801906978193 0.82800887542565 24.2233 21.97655 20.52338 19.08419 18.34464
9.66793271677861 0.67502755929444 23.61436 19.73868 19.1374 18.02118 17.59506
9.61748622077778 1.06321510789949 23.80847 22.43591 20.45458 19.53195 19.28642
9.85142233276181 0.660021031158792 22.8327 20.50534 19.02676 17.70129 16.97601
10.0962896435132 0.758461528560406 20.7785 20.07056 19.57321 19.46497 19.15103
9.68881501269831 0.766316730900438 22.79572 20.11252 18.80546 18.14293 17.74013
9.69389626832606 1.1142566255406 26.13163 20.6128 20.56435 20.34916 19.66869
9.49788438832076 0.886448603055719 20.81937 20.45431 20.41823 19.98793 19.76102
9.73001716011208 0.991258981941023 21.43877 21.11119 21.30741 21.09469 21.74804
9.48407695670596 1.19045532974859 23.89429 22.31505 20.9971 19.95295 19.61565
10.1278326325973 0.773840299602122 22.32918 21.46565 20.0551 19.25995 18.70672
9.55446133730533 1.14220591660834 23.06536 23.08205 22.12111 21.67837 21.63256
10.056542658354 0.59110327546726 20.35315 18.69015 18.22211 18.12444 17.8771
9.78676663673889 0.884631488113326 19.60848 18.68292 17.76442 17.38597 17.11522
9.56078248603797 0.619560657217678 19.78478 17.88036 16.91253 16.49844 16.16783
10.0195110549215 0.747784712598379 22.44757 20.61082 18.8336 18.19663 17.71837
10.0775826925982 0.790111126438688 21.14568 18.76275 17.45607 16.95887 16.72254
10.1303393482758 1.1523773556596 22.96277 21.15212 19.39642 18.78123 18.43637
9.92247283186737 0.97775766332052 20.43676 17.94613 16.50844 15.79941 15.41096
9.85015240594311 1.00941389131306 22.79017 19.93356 18.57176 17.65981 17.13897
9.86140974949097 0.745947843824639 23.01928 21.50809 20.29095 19.78649 19.47331
9.63379865775846 1.04451580716087 20.88008 19.80103 18.69122 18.20208 17.96495
9.83106890786564 0.625042547249356 22.88215 22.44291 20.8858 19.80261 19.30529
9.91318165978998 1.10494984958845 20.45888 19.25467 18.52454 18.19474 17.88742
10.1392589884232 0.670146702593873 25.80723 21.31941 19.58809 18.72931 18.20343
9.78948185466004 1.17997044982931 23.09768 22.8026 20.89244 19.64872 19.14291
10.1299578407929 0.705352987441615 16.34667 15.35557 15.03425 14.89549 14.8471
9.81442304259258 1.12398560284472 22.10378 20.07152 18.73913 17.36174 16.61815
9.7722264370974 1.06178053620911 24.61233 22.25052 21.84114 21.72235 21.58816
9.719322021057 0.812773070260955 25.29851 21.50018 20.15592 18.88562 18.14841
9.51062438210704 1.10211448017566 24.21831 20.68897 19.23699 18.7116 18.26378
9.77976827996832 0.927236237119701 20.53167 17.88832 16.47925 15.77034 15.39047
9.5514261207172 0.634600088097213 19.90072 17.40575 15.94556 14.97781 14.46189
9.77014547606478 0.567939916761953 20.85383 19.90856 19.27881 18.61479 18.77602
9.97235585520281 1.20286431805104 22.62856 21.86108 20.00024 19.30718 18.94257
9.99996926201243 0.950884731737045 20.64122 18.43354 17.28989 16.79733 16.52808
9.69183798650278 1.17537203009773 19.55373 18.62812 18.31558 18.20888 18.1279
10.1036057743441 0.933972422931203 23.35407 21.22462 19.88978 18.78084 18.1538
9.85060432393954 0.980080279860027 18.03686 16.88342 16.48944 16.35156 16.27061
9.84050786675891 0.895097828205758 18.6116 17.69099 17.39797 17.28403 17.25241
9.66697433874324 0.771502970599574 23.15563 22.40783 21.0698 20.14554 19.47401
9.96159375579799 0.980531670219121 18.18454 16.60793 16.02656 15.79561 15.68284
9.92383659460276 0.777110644782147 21.29772 18.96935 17.90094 17.519 17.27034
9.94351861131469 0.614367546800538 24.0223 21.31916 19.97082 18.88003 18.29224
10.1399018880141 0.797036670583469 22.83873 20.80933 19.21896 17.77832 17.01213
10.0954530581986 0.66016020651249 20.11328 18.91354 18.48035 18.3143 18.23136
9.56194739638346 0.699360926824669 20.7895 18.29245 16.87933 15.9298 15.41873
10.0909319911967 0.621740232627271 19.87787 18.72928 18.23044 18.05644 17.96887
10.0794399402231 0.823621139518762 21.75992 19.41944 18.24385 17.76693 17.53971
10.0116051063336 0.585160593771305 23.11268 21.66455 21.46844 21.57503 21.28556
9.77977042604397 1.06834740795684 19.74381 18.58787 18.14315 17.95931 17.87066
9.93131239431474 0.764724832498097 22.72544 20.99847 19.2562 18.57868 18.12981
9.49921020648341 0.71000751581882 18.7386 17.74489 17.24795 17.04988 16.91525
9.71988610968663 1.09339890765928 19.13156 16.66429 15.63464 15.2711 15.0678
9.89007058144352 0.865355031465202 21.66543 20.87825 20.65047 20.56294 20.81351
9.82433382639942 0.912766204845535 15.65309 13.79814 12.99945 12.60293 12.30192
10.0537782281737 0.879598754097974 23.96308 21.76021 20.3039 18.88353 18.15646
9.55600785533909 1.21658402678684 21.63662 19.28696 17.95102 17.30936 16.91159
9.76632142786559 0.849515070191925 19.87914 17.83182 16.78972 16.36093 15.98257
10.1308684541377 0.985124080601424 22.96149 20.26961 18.62425 18.00917 17.63748
9.55015226532095 0.766470598377895 23.1909 21.01587 19.22556 18.64489 18.24633
9.7759128638229 1.16282719518892 18.66272 17.50573 17.04795 16.83212 16.72537
9.74611247630673 0.591449231550166 23.05453 20.36864 18.89596 17.70506 17.03628
9.86920962193142 1.14732159839393 18.14069 17.26402 16.98971 16.88275 16.84156
9.88086807617191 0.730505475120484 22.74768 20.3159 18.79609 17.91989 17.38425
9.54514888846552 1.17997219486376 23.43145 20.05218 18.45117 16.90807 16.04298
9.75695980820154 0.993395228574004 22.27362 19.66747 18.34109 17.73268 17.30463
9.88207916982174 1.10313035713439 21.07207 20.8425 20.77447 20.78056 20.6364
9.81350978205137 0.952917997968779 23.72781 22.90138 21.1949 20.14838 19.9722
9.92615424737733 0.753843612273099 23.22289 20.97297 19.70224 19.14962 21.2448
9.95679445469139 0.66064510516911 22.87887 21.49957 20.25228 19.05824 18.46498
9.83132722181853 1.18045328206318 18.87723 17.61847 17.06606 16.75186 16.55655
9.57826220375964 0.643838509054717 19.50004 18.61748 18.24153 17.95845 17.91195
9.8007758301643 1.083526146313 25.90149 21.3132 19.88087 18.7006 18.06575
10.1307290306241 0.836081065369529 19.53773 18.28045 17.67952 17.31405 17.09687
9.67030199069393 0.792576991595946 21.52925 21.73903 20.18559 19.08188 18.65605
9.77226352003038 1.08772051032637 19.3459 18.18987 17.78777 17.6289 17.60235
9.50881763297576 0.952659480876111 23.14136 22.04438 20.78414 19.95302 19.53971
10.0654707290494 0.595214029511537 19.12723 18.21047 17.97034 17.88815 17.8364
10.1384468865657 0.608841745204223 22.90436 20.51319 19.07403 17.64244 16.87299
9.89665095055904 0.802469605980228 18.13757 16.8143 16.29248 16.12416 16.00822
9.98153607208258 0.701449510003319 22.46251 19.97594 18.54476 17.4755 16.88063
9.78788692126642 1.14240364889993 21.88085 19.62179 18.1226 16.40912 15.48559
9.83155187287036 1.12125275960271 22.2616 19.92106 18.55919 17.5119 16.92615
9.73831736920636 0.94211229152903 22.38732 21.8447 21.52183 21.30737 21.36905
10.0415469152829 0.635646285762971 21.13953 20.48887 20.39896 20.51342 20.62932
9.52318666268366 0.982256987613436 18.36884 16.84995 16.30858 16.13083 16.01591
9.63699942831033 1.16412271163636 19.60619 18.62202 18.25113 18.1231 18.08956
9.77671799921805 0.751356875166806 22.36938 21.29412 20.14603 19.65756 19.39209
9.61439836864008 1.16740559502744 21.30425 20.8397 20.72408 20.51346 20.10865
9.58165174974994 0.869561518593612 20.21412 17.76353 16.32029 15.26006 14.67762
9.89699525490238 0.985577903182473 22.64499 19.86383 18.56006 17.95849 17.62663
10.0104563060003 0.646277076885904 22.73625 20.06712 18.59985 17.60085 17.0357
9.97504512537563 0.663335072544381 21.41835 18.71138 17.34012 16.69449 16.28335
9.84476622735801 0.836230720693098 19.29573 16.73906 15.34158 14.73667 14.3591
10.0573808807192 0.985026982996693 22.64579 23.0932 21.8791 20.82525 20.31717
9.56968904351038 0.616521499941333 23.3889 22.16236 20.90684 20.09143 19.78767
10.0056751271474 0.968537392803374 25.26649 21.57767 19.99406 18.29663 17.32404
9.86718255557309 0.911094277941105 22.3488 22.6765 20.84925 19.76974 18.82206
9.6998934179129 0.582658770905843 17.60025 17.07317 16.5796 16.0941 15.91918
9.74672226651364 1.164669279105 21.28143 19.0967 18.03521 17.63025 17.3364
10.1362143658316 1.06773373711531 18.37123 16.89977 16.37099 16.19061 16.11848
